COUNTY,INDEXYEAR,LOCATION,POPULATION,TOTAL,RATE,PRSNTOTAL,PRSNRATE,MURDER,MANSLAUGHTER,FORCIBLE_SEX,ASSAULT,NON_FORCIBLE_SEX,KIDNAPPING_ABDUCTION,HUMAN_TRAFFICKING,VIOL_OF_NO_CONTACT,PRPRTYTOTAL,PRPRTYRATE,ARSON,BRIBERY,BURGLARY,COUNTERFEITING_FORGERY,DESTRUCTION_OF_PROPERTY,EXTORTION_BLACKMAIL,ROBBERY,THEFT,SCTYTOTAL,SCTYRATE,DRUG_VIOLATIONS,GAMBLING_VIOLATIONS,PORNOGRAPHY,PROSTITUTION,WEAPON_LAW_VIOLATION,ANIMAL_CRUELTY
STATEWIDE,2016,STATEWIDE TOTALS,6645947,448677,67.5,88329,13.3,177,8,5251,66864,351,1218,18,14442,329534,49.6,954,8,42553,5751,62660,251,4987,212370,30814,4.6,24633,1,438,773,4969,0
STATEWIDE,2017,STATEWIDE TOTALS,6769937,468680,69.2,97320,14.4,199,5,5815,74118,397,1200,30,15556,337059,49.8,956,8,40694,6272,66030,413,5002,217684,34301,5.1,27146,5,525,920,5518,187
STATEWIDE,2018,STATEWIDE TOTALS,7400602,471159,63.7,103493,14,220,9,6517,78446,309,1262,45,16685,330494,44.7,1025,8,38556,6279,64143,559,5476,214448,37172,5,30161,4,644,445,5756,162
STATEWIDE,2019,STATEWIDE TOTALS,7520805,456971,60.8,102335,13.6,201,17,6217,77297,275,1363,56,16909,316792,42.1,935,15,35525,5861,61408,525,5235,207288,37844,5,30632,1,729,638,5650,194
STATEWIDE,2020,STATEWIDE TOTALS,7634791,499418,65.4,99571,13,302,34,5165,74340,266,1377,85,18002,367779,48.2,1348,17,41601,4566,68911,681,5260,245395,32068,4.2,24850,2,771,425,5807,213
STEVENS,2012,COUNTY TOTAL,43700,1962,44.9,612,14,0,0,35,443,0,8,0,126,1225,28,1,0,304,8,247,0,1,664,125,2.9,100,0,2,0,23,0
STEVENS,2013,COUNTY TOTAL,43800,1720,39.3,606,13.8,2,0,44,428,0,4,0,128,1043,23.8,2,0,277,8,172,0,6,578,71,1.6,58,0,2,0,11,0
STEVENS,2014,COUNTY TOTAL,43911,1865,42.5,612,13.9,1,0,46,408,0,8,0,149,1178,26.8,1,0,297,5,251,0,0,624,75,1.7,59,0,1,0,15,0
STEVENS,2015,COUNTY TOTAL,43731,1828,41.8,647,14.8,4,0,50,438,0,3,0,152,1105,25.3,0,0,311,7,219,0,7,561,76,1.7,62,0,1,0,13,0
STEVENS,2016,COUNTY TOTAL,43807,1579,36,502,11.5,1,0,32,358,0,5,0,106,1002,22.9,2,0,295,11,212,0,3,479,75,1.7,52,0,3,0,20,0
STEVENS,2017,COUNTY TOTAL,44197,1447,32.7,512,11.6,0,0,14,385,0,7,0,106,854,19.3,2,0,200,3,180,0,2,467,81,1.8,62,0,3,0,16,0
STEVENS,2018,COUNTY TOTAL,44715,1127,25.2,491,11,1,0,20,358,0,7,0,105,570,12.7,3,0,119,6,163,0,1,278,66,1.5,52,0,1,0,13,0
STEVENS,2019,COUNTY TOTAL,45570,1273,27.9,459,10.1,1,1,35,316,0,2,0,104,743,16.3,2,0,154,4,198,1,3,381,71,1.6,53,0,1,0,16,1
STEVENS,2020,COUNTY TOTAL,45929,1313,28.6,527,11.5,2,0,20,368,0,4,0,133,713,15.5,2,0,138,10,193,1,4,365,73,1.6,50,0,4,0,18,1
STEVENS,2012,Chewelah Police Department,2620,241,91.98,74,28.24,0,0,1,55,0,1,0,17,143,54.58,0,0,18,1,33,0,1,90,24,9.16,23,0,0,0,1,0
STEVENS,2013,Chewelah Police Department,2615,150,57.36,41,15.68,0,0,0,29,0,1,0,11,103,39.39,0,0,22,2,18,0,1,60,6,2.29,5,0,0,0,1,0
STEVENS,2014,Chewelah Police Department,2615,187,71.51,53,20.27,0,0,0,45,0,0,0,8,129,49.33,0,0,21,1,23,0,0,84,5,1.91,5,0,0,0,0,0
STEVENS,2015,Chewelah Police Department,2650,232,87.55,75,28.3,0,0,0,56,0,0,0,19,142,53.58,0,0,42,1,24,0,0,75,15,5.66,15,0,0,0,0,0
STEVENS,2016,Chewelah Police Department,2650,136,51.32,38,14.34,0,0,0,27,0,0,0,11,91,34.34,0,0,22,0,19,0,0,50,7,2.64,4,0,0,0,3,0
STEVENS,2017,Chewelah Police Department,2655,144,54.24,54,20.34,0,0,0,49,0,1,0,4,72,27.12,0,0,14,1,12,0,0,45,18,6.78,17,0,0,0,1,0
STEVENS,2018,Chewelah Police Department,2670,89,33.33,32,11.99,0,0,0,25,0,1,0,6,48,17.98,0,0,5,0,12,0,0,31,9,3.37,9,0,0,0,0,0
STEVENS,2019,Chewelah Police Department,2765,89,32.19,26,9.4,0,0,1,21,0,0,0,4,54,19.53,0,0,5,0,12,0,0,37,9,3.25,5,0,0,0,3,1
STEVENS,2020,Chewelah Police Department,2715,67,24.68,33,12.15,1,0,2,24,0,0,0,6,31,11.42,0,0,3,1,6,0,1,20,3,1.1,3,0,0,0,0,0
STEVENS,2012,Colville Police Department,4695,208,44.3,52,11.08,0,0,0,36,0,0,0,16,154,32.8,0,0,11,2,14,0,0,127,2,0.43,2,0,0,0,0,0
STEVENS,2013,Colville Police Department,4685,264,56.35,70,14.94,0,0,0,62,0,0,0,8,193,41.2,0,0,27,0,7,0,2,157,1,0.21,0,0,0,0,1,0
STEVENS,2014,Colville Police Department,4701,176,37.44,57,12.13,0,0,0,41,0,0,0,16,119,25.31,0,0,11,0,5,0,0,103,0,0,0,0,0,0,0,0
STEVENS,2015,Colville Police Department,4705,183,38.89,68,14.45,0,0,1,47,0,1,0,19,109,23.17,0,0,9,0,6,0,1,93,6,1.28,4,0,0,0,2,0
STEVENS,2016,Colville Police Department,4730,210,44.4,85,17.97,0,0,0,53,0,0,0,32,124,26.22,0,0,13,0,6,0,1,104,1,0.21,0,0,0,0,1,0
STEVENS,2017,Colville Police Department,4730,205,43.34,58,12.26,0,0,0,43,0,0,0,15,140,29.6,0,0,7,0,8,0,0,125,7,1.48,4,0,0,0,3,0
STEVENS,2018,Colville Police Department,4745,126,26.55,68,14.33,0,0,2,44,0,1,0,21,57,12.01,0,0,5,0,2,0,0,50,1,0.21,0,0,0,0,1,0
STEVENS,2019,Colville Police Department,4760,92,19.33,36,7.56,0,0,0,28,0,0,0,8,53,11.13,0,0,7,0,2,0,0,44,3,0.63,1,0,0,0,2,0
STEVENS,2020,Colville Police Department,4750,117,24.63,52,10.95,0,0,0,38,0,0,0,14,63,13.26,0,0,10,0,9,0,1,43,2,0.42,0,0,0,0,2,0
STEVENS,2012,Kettle Falls Police Department,1600,113,70.63,35,21.88,0,0,0,28,0,0,0,7,70,43.75,0,0,8,1,11,0,0,50,8,0.5,3,0,1,0,4,0
STEVENS,2013,Kettle Falls Police Department,1595,84,52.66,28,17.55,0,0,1,23,0,0,0,4,46,28.84,0,0,10,2,5,0,0,29,10,6.27,8,0,0,0,2,0
STEVENS,2014,Kettle Falls Police Department,1610,69,42.86,16,9.94,0,0,0,14,0,0,0,2,41,25.47,0,0,9,0,6,0,0,26,12,7.45,12,0,0,0,0,0
STEVENS,2015,Kettle Falls Police Department,1606,73,45.45,27,16.81,0,0,3,16,0,0,0,8,42,26.15,0,0,6,0,9,0,2,25,4,2.49,3,0,0,0,1,0
STEVENS,2016,Kettle Falls Police Department,1615,50,30.96,21,13,0,0,0,16,0,0,0,5,29,17.96,0,0,11,1,5,0,1,11,0,0,0,0,0,0,0,0
STEVENS,2017,Kettle Falls Police Department,1620,66,40.74,30,18.52,0,0,2,23,0,0,0,5,35,21.6,0,0,12,0,8,0,0,15,1,0.62,0,0,1,0,0,0
STEVENS,2018,Kettle Falls Police Department,1640,88,53.66,43,26.22,0,0,2,38,0,0,0,3,42,25.61,0,0,11,2,12,0,1,16,3,1.83,2,0,0,0,1,0
STEVENS,2019,Kettle Falls Police Department,1650,54,32.73,24,14.55,0,0,0,20,0,0,0,4,24,14.55,0,0,1,1,6,0,0,16,6,3.64,4,0,1,0,1,0
STEVENS,2020,Kettle Falls Police Department,1644,74,45.01,23,13.99,0,0,2,13,0,0,0,8,43,26.16,0,0,6,0,9,0,0,28,8,4.87,6,0,0,0,1,1
STEVENS,2012,Springdale Police Department,280,16,57.14,7,25,0,0,1,5,0,1,0,0,5,17.86,0,0,3,0,1,0,0,1,4,14.29,4,0,0,0,0,0
STEVENS,2013,Springdale Police Department,280,6,21.43,2,7.14,0,0,0,2,0,0,0,0,4,14.29,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0
STEVENS,2014,Springdale Police Department,285,5,17.54,0,0,0,0,0,0,0,0,0,0,4,14.04,0,0,1,0,1,0,0,2,1,3.51,1,0,0,0,0,0
STEVENS,2012,Stevens County Sheriffs Office,34505,1384,40.11,444,12.87,0,0,33,319,0,6,0,86,853,24.72,1,0,264,4,188,0,0,396,87,2.52,68,0,1,0,18,0
STEVENS,2013,Stevens County Sheriffs Office,34625,1216,35.12,465,13.43,2,0,43,312,0,3,0,105,697,20.13,2,0,217,3,140,0,3,332,54,1.56,45,0,2,0,7,0
STEVENS,2014,Stevens County Sheriffs Office,34700,1428,41.15,486,14.01,1,0,46,308,0,8,0,123,885,25.5,1,0,255,4,216,0,0,409,57,1.64,41,0,1,0,15,0
STEVENS,2015,Stevens County Sheriffs Office,34770,1340,38.54,477,13.72,4,0,46,319,0,2,0,106,812,23.35,0,0,254,6,180,0,4,368,51,1.47,40,0,1,0,10,0
STEVENS,2016,Stevens County Sheriffs Office,34812,1183,33.98,358,10.28,1,0,32,262,0,5,0,58,758,21.77,2,0,249,10,182,0,1,314,67,1.92,48,0,3,0,16,0
STEVENS,2017,Stevens County Sheriffs Office,35192,1032,29.32,370,10.51,0,0,12,270,0,6,0,82,607,17.25,2,0,167,2,152,0,2,282,55,1.56,41,0,2,0,12,0
STEVENS,2018,Stevens County Sheriffs Office,35660,824,23.11,348,9.76,1,0,16,251,0,5,0,75,423,11.86,3,0,98,4,137,0,0,181,53,1.49,41,0,1,0,11,0
STEVENS,2019,Stevens County Sheriffs Office,36395,1038,28.52,373,10.25,1,1,34,247,0,2,0,88,612,16.82,2,0,141,3,178,1,3,284,53,1.46,43,0,0,0,10,0
STEVENS,2020,Stevens County Sheriffs Office,36820,1055,28.65,419,11.38,1,0,16,293,0,4,0,105,576,15.64,2,0,119,9,169,1,2,274,60,1.63,41,0,4,0,15,0
THURSTON,2012,COUNTY TOTAL,140700,6205,44.1,1115,7.9,1,0,98,759,7,27,0,223,4716,33.5,22,0,1227,84,643,4,27,2709,374,2.7,334,0,6,0,34,0
THURSTON,2013,COUNTY TOTAL,141500,5488,38.8,1220,8.6,5,0,83,860,17,21,0,234,4049,28.6,12,0,1145,65,632,2,33,2160,219,1.5,182,0,7,0,30,0
THURSTON,2014,COUNTY TOTAL,264602,14868,56.2,3035,11.5,3,1,199,2140,23,82,0,587,10978,41.5,31,0,1878,228,1917,5,116,6803,855,3.2,714,1,16,14,110,0
THURSTON,2015,COUNTY TOTAL,267603,15941,59.6,3225,12.1,3,0,217,2232,10,73,0,690,11879,44.4,38,0,1765,314,2053,7,118,7584,837,3.1,709,0,15,2,111,0
THURSTON,2016,COUNTY TOTAL,270352,16366,60.5,3221,11.9,6,0,176,2216,11,63,0,749,12170,45,20,0,1604,462,2138,5,109,7832,975,3.6,824,0,21,1,129,0
THURSTON,2017,COUNTY TOTAL,276902,15497,56,3476,12.6,8,0,235,2377,22,65,0,769,11107,40.1,26,0,1561,424,1929,12,131,7024,914,3.3,747,0,28,2,136,1
THURSTON,2018,COUNTY TOTAL,281726,14769,52.4,3636,12.9,8,0,251,2515,14,75,0,773,10069,35.7,36,0,1447,317,1955,6,102,6206,1064,3.8,885,0,36,1,131,11
THURSTON,2019,COUNTY TOTAL,285800,14259,49.9,3489,12.2,5,1,249,2425,15,56,0,738,9618,33.7,29,2,1218,309,1708,6,130,6216,1152,4,943,0,53,6,142,8
THURSTON,2020,COUNTY TOTAL,291000,14131,48.6,3340,11.5,3,0,221,2309,17,66,0,724,10097,34.7,30,0,1093,349,1910,18,130,6567,694,2.4,554,0,34,0,93,13
THURSTON,2012,Evergreen State College Police Department,,300,,4,,0,0,1,3,0,0,0,0,200,,1,0,13,2,82,0,0,102,96,,96,0,0,0,0,0
THURSTON,2013,Evergreen State College Police Department,0,218,0,10,0,0,0,3,5,0,0,0,2,160,0,0,0,16,0,50,0,1,93,48,0,48,0,0,0,0,0
THURSTON,2014,Evergreen State College Police Department,0,230,0,13,0,0,0,1,9,0,1,0,2,168,0,2,0,13,1,76,0,0,76,49,0,49,0,0,0,0,0
THURSTON,2015,Evergreen State College Police Department,0,215,0,8,0,0,0,4,3,0,1,0,0,183,0,0,0,19,0,78,0,0,86,24,0,24,0,0,0,0,0
THURSTON,2016,Evergreen State College Police Department,0,221,0,12,0,0,0,1,10,0,0,0,1,174,0,0,0,6,3,83,0,1,81,35,0,35,0,0,0,0,0
THURSTON,2017,Evergreen State College Police Department,0,150,0,12,0,0,0,1,10,0,0,0,1,114,0,0,0,0,0,73,0,0,41,24,0,23,0,0,0,1,0
THURSTON,2018,Evergreen State College Police Department,0,149,0,6,0,0,0,2,4,0,0,0,0,115,0,0,0,2,2,73,0,0,38,28,0,28,0,0,0,0,0
THURSTON,2019,Evergreen State College Police Department,0,182,0,16,0,0,0,2,10,0,0,0,4,133,0,0,0,0,1,91,2,0,39,33,0,32,0,0,0,1,0
THURSTON,2020,Evergreen State College Police Department,0,127,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0,2,4,102,1,0,10,8,0,8,0,0,0,0,0
THURSTON,2014,Lacey Police Department,45320,2926,64.56,614,13.55,1,0,55,443,5,11,0,99,2128,46.95,7,0,215,59,349,1,16,1481,184,4.06,161,0,0,0,23,0
THURSTON,2015,Lacey Police Department,46213,3429,74.2,716,15.49,0,0,63,473,1,20,0,159,2518,54.49,11,0,267,75,383,1,27,1754,195,4.22,161,0,5,0,29,0
THURSTON,2016,Lacey Police Department,47540,3342,70.3,625,13.15,0,0,52,413,1,12,0,147,2477,52.1,3,0,243,88,301,2,29,1811,240,5.05,214,0,0,1,25,0
THURSTON,2017,Lacey Police Department,48702,3166,65.01,689,14.15,2,0,65,449,2,10,0,161,2312,47.47,6,0,198,107,349,3,28,1621,165,3.39,144,0,3,1,17,0
THURSTON,2018,Lacey Police Department,50184,2959,58.96,649,12.93,4,0,58,425,2,6,0,154,2129,42.42,3,0,195,80,370,1,17,1463,181,3.61,155,0,2,0,24,0
THURSTON,2019,Lacey Police Department,51270,3058,59.65,693,13.52,0,0,74,455,0,11,0,153,2159,42.11,3,0,197,53,309,3,17,1577,206,4.02,177,0,5,1,23,0
THURSTON,2020,Lacey Police Department,52910,2811,53.13,600,11.34,0,0,52,389,1,10,0,148,2118,40.03,7,0,174,31,345,1,22,1538,93,1.76,73,0,2,0,18,0
THURSTON,2012,Nisqually Tribal Police Department,,31,,4,,0,0,1,2,0,0,0,1,22,,0,0,4,0,3,0,0,15,5,,4,0,0,0,1,0
THURSTON,2014,Olympia Police Department,50272,4339,86.31,861,17.13,0,0,46,616,1,28,0,170,3202,63.69,10,0,395,57,647,1,47,2045,276,5.49,227,1,4,11,33,0
THURSTON,2015,Olympia Police Department,51020,4717,92.45,886,17.37,0,0,48,668,3,14,0,153,3556,69.7,6,0,409,86,824,1,46,2184,275,5.39,235,0,7,0,33,0
THURSTON,2016,Olympia Police Department,51607,4945,95.82,864,16.74,0,0,35,653,1,12,0,163,3808,73.79,7,0,381,121,832,1,48,2418,273,5.29,222,0,10,0,41,0
THURSTON,2017,Olympia Police Department,52160,4458,85.47,1029,19.73,0,0,65,768,4,10,0,182,3149,60.37,6,0,368,90,592,3,59,2031,280,5.37,231,0,7,0,42,0
THURSTON,2018,Olympia Police Department,52490,4556,86.8,1111,21.17,1,0,65,816,3,22,0,204,3069,58.47,12,0,325,80,669,1,50,1932,376,7.16,314,0,19,0,43,0
THURSTON,2019,Olympia Police Department,52770,4401,83.4,1067,20.22,2,0,55,807,3,13,0,187,2926,55.45,10,0,273,99,597,1,70,1876,408,7.73,328,0,36,1,43,0
THURSTON,2020,Olympia Police Department,54150,4469,82.53,1128,20.83,1,0,60,847,1,12,0,207,3088,57.03,12,0,297,37,698,1,71,1972,253,4.67,218,0,14,0,21,0
THURSTON,2012,Rainier Police Department,1825,120,65.75,18,9.86,0,0,0,14,0,0,0,4,75,41.1,0,0,22,0,20,0,0,33,27,14.79,25,0,0,0,2,0
THURSTON,2013,Rainier Police Department,1840,41,22.28,7,3.8,0,0,2,3,0,0,0,2,30,16.3,0,0,9,0,6,0,0,15,4,2.17,4,0,0,0,0,0
THURSTON,2012,Tenino Police Department,2265,92,40.62,19,8.39,0,0,0,17,0,0,0,2,53,23.4,0,0,9,1,13,0,1,29,20,8.83,20,0,0,0,0,0
THURSTON,2013,Tenino Police Department,2265,97,42.83,18,7.95,0,0,0,15,0,0,0,3,69,30.46,0,0,4,2,22,0,0,41,10,4.42,9,0,0,0,1,0
THURSTON,2014,Tenino Police Department,2285,96,42.01,34,14.88,0,0,2,23,0,1,0,8,38,16.63,0,0,6,1,1,0,0,30,24,10.5,18,0,0,0,6,0
THURSTON,2015,Tenino Police Department,2295,107,46.62,23,10.02,0,0,3,17,0,0,0,3,76,33.12,2,0,12,2,9,0,0,51,8,3.49,4,0,0,0,4,0
THURSTON,2017,Tenino Police Department,2365,90,38.05,24,10.15,0,0,0,16,3,1,0,4,60,25.37,0,0,12,2,13,1,0,32,6,2.54,3,0,2,1,0,0
THURSTON,2018,Tenino Police Department,2360,57,24.15,16,6.78,0,0,0,12,2,0,0,2,38,16.1,0,0,6,0,7,0,0,25,3,1.27,2,0,0,0,1,0
THURSTON,2019,Tenino Police Department,2420,73,30.17,22,9.09,0,0,5,14,0,0,0,3,46,19.01,0,0,4,2,11,0,0,29,5,2.07,5,0,0,0,0,0
THURSTON,2020,Tenino Police Department,2430,65,26.75,30,12.35,0,0,6,23,0,0,0,1,33,13.58,0,0,3,0,6,0,1,23,2,0.82,1,0,0,0,1,0
THURSTON,2012,Thurston County Sheriffs Office,136610,5662,41.45,1070,7.83,1,0,96,723,7,27,0,216,4366,31.96,21,0,1179,81,525,4,26,2530,226,1.65,189,0,6,0,31,0
THURSTON,2013,Thurston County Sheriffs Office,137395,5132,37.35,1185,8.62,5,0,78,837,17,21,0,227,3790,27.58,12,0,1116,63,554,2,32,2011,157,1.14,121,0,7,0,29,0
THURSTON,2014,Thurston County Sheriffs Office,140010,5077,36.26,1040,7.43,2,1,62,721,16,30,0,208,3898,27.84,5,0,1036,81,543,3,36,2194,139,0.99,103,0,9,2,25,0
THURSTON,2015,Thurston County Sheriffs Office,140810,4964,35.25,1088,7.73,3,0,62,717,5,31,0,270,3767,26.75,17,0,887,121,455,4,27,2256,109,0.77,84,0,3,1,21,0
THURSTON,2017,Thurston County Sheriffs Office,141800,5008,35.32,1154,8.14,5,0,68,747,8,32,0,294,3639,25.66,10,0,795,151,600,5,26,2052,215,1.52,155,0,12,0,47,1
THURSTON,2018,Thurston County Sheriffs Office,143820,4495,31.25,1247,8.67,2,0,85,816,5,40,0,299,2984,20.75,17,0,719,103,507,3,22,1613,264,1.84,192,0,15,1,45,11
THURSTON,2019,Thurston County Sheriffs Office,146145,4257,29.13,1174,8.03,3,1,83,774,11,27,0,275,2809,19.22,12,2,604,107,472,0,19,1593,274,1.87,205,0,7,2,52,8
THURSTON,2020,Thurston County Sheriffs Office,147510,4576,31.02,1116,7.57,2,0,69,742,7,34,0,262,3277,22.22,8,0,459,252,503,14,19,2022,183,1.24,117,0,13,0,40,13
THURSTON,2016,Thurston Police Department,139685,4887,34.99,1109,7.94,6,0,50,743,7,26,0,277,3621,25.92,9,0,753,178,523,2,21,2135,157,1.12,112,0,9,0,36,0
THURSTON,2014,Tumwater Police Department,18800,1583,84.2,342,18.19,0,0,16,235,1,8,0,82,1105,58.78,4,0,169,21,233,0,13,665,136,7.23,113,0,2,1,20,0
THURSTON,2015,Tumwater Police Department,19100,1705,89.27,345,18.06,0,0,25,238,0,6,0,76,1196,62.62,2,0,130,18,222,0,11,813,164,8.59,148,0,0,1,15,0
THURSTON,2016,Tumwater Police Department,23040,1985,86.15,432,18.75,0,0,33,264,2,5,0,128,1376,59.72,1,0,178,49,303,0,7,838,177,7.68,158,0,1,0,18,0
THURSTON,2017,Tumwater Police Department,23210,1657,71.39,401,17.28,1,0,26,263,5,9,0,97,1111,47.87,3,0,143,32,222,0,11,700,145,6.25,124,0,4,0,17,0
THURSTON,2018,Tumwater Police Department,23842,1755,73.61,428,17.95,1,0,31,311,1,5,0,79,1194,50.08,2,0,157,27,249,1,9,749,133,5.58,123,0,0,0,10,0
THURSTON,2019,Tumwater Police Department,24060,1491,61.97,350,14.55,0,0,26,237,1,3,0,83,999,41.52,1,0,102,16,163,0,18,699,142,5.9,123,0,5,2,12,0
THURSTON,2020,Tumwater Police Department,24600,1402,56.99,324,13.17,0,0,23,203,7,6,0,85,970,39.43,2,0,97,9,201,1,13,647,108,4.39,95,0,3,0,10,0
THURSTON,2014,Yelm Police Department,7915,617,77.95,131,16.55,0,0,17,93,0,3,0,18,439,55.46,3,0,44,8,68,0,4,312,47,5.94,43,0,1,0,3,0
THURSTON,2015,Yelm Police Department,8165,804,98.47,159,19.47,0,0,12,116,1,1,0,29,583,71.4,0,0,41,12,82,1,7,440,62,7.59,53,0,0,0,9,0
THURSTON,2016,Yelm Police Department,8480,986,116.27,179,21.11,0,0,5,133,0,8,0,33,714,84.2,0,0,43,23,96,0,3,549,93,10.97,83,0,1,0,9,0
THURSTON,2017,Yelm Police Department,8665,968,111.71,167,19.27,0,0,10,124,0,3,0,30,722,83.32,1,0,45,42,80,0,7,547,79,9.12,67,0,0,0,12,0
THURSTON,2018,Yelm Police Department,9030,798,88.37,179,19.82,0,0,10,131,1,2,0,35,540,59.8,2,0,43,25,80,0,4,386,79,8.75,71,0,0,0,8,0
THURSTON,2019,Yelm Police Department,9135,797,87.25,167,18.28,0,0,4,128,0,2,0,33,546,59.77,3,0,38,31,65,0,6,403,84,9.2,73,0,0,0,11,0
THURSTON,2020,Yelm Police Department,9400,681,72.45,142,15.11,0,0,11,105,1,4,0,21,492,52.34,1,0,61,16,55,0,4,355,47,5,42,0,2,0,3,0
WAHKIAKUM,2012,COUNTY TOTAL,4025,61,15.2,29,7.2,0,0,2,21,1,0,0,5,24,6,0,0,7,0,3,0,0,14,8,2,7,0,0,0,1,0
WAHKIAKUM,2013,COUNTY TOTAL,4020,78,19.4,31,7.7,0,0,5,25,1,0,0,0,35,8.7,0,0,9,0,7,0,0,19,12,3,12,0,0,0,0,0
WAHKIAKUM,2014,COUNTY TOTAL,4010,112,27.9,47,11.7,0,0,0,36,0,1,0,10,53,13.2,0,0,15,1,10,0,0,27,12,3,7,0,1,0,4,0
WAHKIAKUM,2015,COUNTY TOTAL,3980,142,35.7,55,13.8,0,0,2,43,0,0,0,10,81,20.4,0,0,23,3,16,0,0,39,6,1.5,5,0,0,0,1,0
WAHKIAKUM,2016,COUNTY TOTAL,4000,137,34.3,67,16.8,0,0,2,55,2,0,0,8,68,17,0,0,14,0,15,0,0,39,2,0.5,2,0,0,0,0,0
WAHKIAKUM,2017,COUNTY TOTAL,4030,195,48.4,76,18.9,0,0,1,62,0,0,0,13,97,24.1,0,0,12,1,29,0,0,55,22,5.5,18,0,2,0,1,1
WAHKIAKUM,2018,COUNTY TOTAL,4100,144,35.1,61,14.9,0,0,3,49,0,0,0,9,73,17.8,0,0,13,0,13,0,0,47,10,2.4,9,0,1,0,0,0
WAHKIAKUM,2019,COUNTY TOTAL,4190,99,23.6,41,9.8,0,0,3,28,2,0,0,8,47,11.2,0,0,9,1,10,1,0,26,11,2.6,8,0,1,0,0,2
WAHKIAKUM,2020,COUNTY TOTAL,4210,110,26.1,43,10.2,0,0,3,35,0,0,0,5,60,14.3,2,0,7,2,18,0,0,31,7,1.7,6,0,1,0,0,0
WAHKIAKUM,2012,Wahkiakum County Sheriffs Office,4025,61,15.16,29,7.2,0,0,2,21,1,0,0,5,24,5.96,0,0,7,0,3,0,0,14,8,1.99,7,0,0,0,1,0
WAHKIAKUM,2013,Wahkiakum County Sheriffs Office,4020,78,19.4,31,7.71,0,0,5,25,1,0,0,0,35,8.71,0,0,9,0,7,0,0,19,12,2.99,12,0,0,0,0,0
WAHKIAKUM,2014,Wahkiakum County Sheriffs Office,4010,112,27.93,47,11.72,0,0,0,36,0,1,0,10,53,13.22,0,0,15,1,10,0,0,27,12,2.99,7,0,1,0,4,0
WAHKIAKUM,2015,Wahkiakum County Sheriffs Office,3980,142,35.68,55,13.82,0,0,2,43,0,0,0,10,81,20.35,0,0,23,3,16,0,0,39,6,1.51,5,0,0,0,1,0
WAHKIAKUM,2016,Wahkiakum County Sheriffs Office,4000,137,34.25,67,16.75,0,0,2,55,2,0,0,8,68,17,0,0,14,0,15,0,0,39,2,0.5,2,0,0,0,0,0
WAHKIAKUM,2017,Wahkiakum County Sheriffs Office,4030,195,48.39,76,18.86,0,0,1,62,0,0,0,13,97,24.07,0,0,12,1,29,0,0,55,22,5.46,18,0,2,0,1,1
WAHKIAKUM,2018,Wahkiakum County Sheriffs Office,4100,144,35.12,61,14.88,0,0,3,49,0,0,0,9,73,17.8,0,0,13,0,13,0,0,47,10,2.44,9,0,1,0,0,0
WAHKIAKUM,2019,Wahkiakum County Sheriffs Office,4190,99,23.63,41,9.79,0,0,3,28,2,0,0,8,47,11.22,0,0,9,1,10,1,0,26,11,2.63,8,0,1,0,0,2
WAHKIAKUM,2020,Wahkiakum County Sheriffs Office,4210,110,26.13,43,10.21,0,0,3,35,0,0,0,5,60,14.25,2,0,7,2,18,0,0,31,7,1.66,6,0,1,0,0,0
WALLA WALLA,2012,COUNTY TOTAL,27360,1354,49.5,262,9.6,1,0,15,206,1,2,0,37,953,34.8,4,0,176,4,174,2,4,589,139,5.1,123,0,2,0,14,0
WALLA WALLA,2013,COUNTY TOTAL,59500,4163,70,696,11.7,0,0,33,531,3,19,0,110,3179,53.4,15,0,409,24,821,0,16,1894,288,4.8,255,0,3,0,30,0
WALLA WALLA,2014,COUNTY TOTAL,60720,4274,70.4,738,12.2,2,0,40,591,4,12,0,89,3199,52.7,23,0,408,43,801,5,14,1905,337,5.6,288,0,8,0,41,0
WALLA WALLA,2015,COUNTY TOTAL,60652,4259,70.2,804,13.3,4,0,61,577,9,12,0,141,3183,52.5,30,0,377,35,730,3,24,1984,272,4.5,225,0,8,1,38,0
WALLA WALLA,2016,COUNTY TOTAL,61113,4387,71.8,856,14,2,0,54,560,5,20,0,215,3221,52.7,20,0,355,60,796,6,21,1963,310,5.1,251,0,12,0,47,0
WALLA WALLA,2017,COUNTY TOTAL,61419,3791,61.7,886,14.4,1,0,67,625,1,12,0,180,2616,42.6,17,0,247,44,550,6,25,1727,289,4.7,230,0,8,1,47,3
WALLA WALLA,2018,COUNTY TOTAL,61807,3872,62.6,827,13.4,1,0,57,599,5,6,0,159,2633,42.6,22,0,265,34,579,10,15,1708,412,6.7,345,0,6,0,56,5
WALLA WALLA,2019,COUNTY TOTAL,62221,3784,60.8,829,13.3,3,0,55,543,2,11,0,215,2556,41.1,8,0,290,49,623,6,18,1562,399,6.4,333,0,10,1,49,6
WALLA WALLA,2020,COUNTY TOTAL,62668,3413,54.5,665,10.6,1,0,61,421,0,18,0,164,2298,36.7,9,0,268,43,478,7,14,1479,450,7.2,375,0,11,2,57,5
WALLA WALLA,2012,College Place Police Department,8845,342,38.67,57,6.44,0,0,4,44,0,1,0,8,257,29.06,1,0,31,3,6,2,1,213,28,3.17,24,0,1,0,3,0
